Item name: Decay

Real time: 32.533
Live time: 0
Time calibration: 2.743484E-02ns/ch

Comment: 


Chan	Data
1595	197
1596	200
1597	196
1598	203
1599	200
1600	206
1601	207
1602	217
1603	207
1604	184
1605	160
1606	173
1607	180
1608	198
1609	190
1610	186
1611	186
1612	172
1613	193
1614	172
1615	175
1616	160
1617	161
1618	155
1619	186
1620	159
1621	175
1622	160
1623	209
1624	169
1625	170
1626	160
1627	149
1628	141
1629	138
1630	165
1631	156
1632	161
1633	152
1634	137
1635	147
1636	171
1637	144
1638	140
1639	176
1640	151
1641	164
1642	160
1643	160
1644	146
1645	138
1646	132
1647	160
1648	132
1649	139
1650	153
1651	146
1652	133
1653	135
1654	151
1655	145
1656	140
1657	139
1658	126
1659	138
1660	115
1661	156
1662	120
1663	132
1664	151
1665	139
1666	126
1667	138
1668	141
1669	129
1670	128
1671	127
1672	120
1673	133
1674	146
1675	130
1676	118
1677	127
1678	115
1679	120
1680	100
1681	124
1682	108
1683	114
1684	128
1685	103
1686	103
1687	133
1688	124
1689	120
1690	98
1691	118
1692	117
1693	120
1694	129
1695	110
1696	126
1697	93
1698	114
1699	95
1700	106
1701	123
1702	108
1703	106
1704	109
1705	119
1706	93
1707	100
1708	107
1709	89
1710	101
1711	96
1712	109
1713	93
1714	88
1715	94
1716	109
1717	111
1718	109
1719	124
1720	102
1721	109
1722	100
1723	108
1724	96
1725	90
1726	83
1727	103
1728	82
1729	81
1730	84
1731	92
1732	68
1733	93
1734	87
1735	88
1736	89
1737	75
1738	89
1739	76
1740	85
1741	87
1742	87
1743	73
1744	86
1745	66
1746	91
1747	90
1748	73
1749	96
1750	77
1751	87
1752	84
1753	75
1754	93
1755	80
1756	62
1757	89
1758	78
1759	90
1760	68
1761	76
1762	73
1763	64
1764	72
1765	81
1766	74
1767	66
1768	70
1769	92
1770	73
1771	77
1772	76
1773	67
1774	73
1775	71
1776	56
1777	72
1778	78
1779	53
1780	91
1781	63
1782	46
1783	82
1784	73
1785	64
1786	68
1787	64
1788	58
1789	66
1790	82
1791	67
1792	74
1793	79
1794	62
1795	62
1796	74
1797	61
1798	64
1799	70
1800	70
1801	67
1802	68
1803	59
1804	73
1805	62
1806	51
1807	59
1808	67
1809	53
1810	70
1811	69
1812	62
1813	63
1814	66
1815	54
1816	63
1817	68
1818	56
1819	63
1820	59
1821	66
1822	45
1823	72
1824	56
1825	67
1826	62
1827	48
1828	64
1829	64
1830	39
1831	49
1832	37
1833	48
1834	54
1835	48
1836	56
1837	50
1838	54
1839	64
1840	42
1841	49
1842	48
1843	54
1844	47
1845	49
1846	56
1847	43
1848	51
1849	62
1850	57
1851	42
1852	57
1853	45
1854	51
1855	62
1856	51
1857	47
1858	48
1859	52
1860	35
1861	49
1862	48
1863	52
1864	52
1865	50
1866	48
1867	42
1868	44
1869	47
1870	44
1871	41
1872	49
1873	35
1874	51
1875	43
1876	54
1877	45
1878	56
1879	44
